"sex","age","edu","arear","party_kmt","party_dpp","party_tpp","n_teds","n_teds_wt","N_target"
"男性","30至39歲","專科及以上","高屏區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,1.44868900918729,1.44868900918727
"男性","30至39歲","專科及以上","高屏區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,1.44868900918729,1.44868900918727
"男性","30至39歲","高中職及以下","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,1.92384200267842,1.92384200267839
"男性","30至39歲","高中職及以下","中彰投區","5 中間","0-4 冷淡","5 中間",1,1.63400875009903,1.63400875009901
"男性","30至39歲","高中職及以下","中彰投區","5 中間","5 中間","5 中間",2,3.26801750019807,3.26801750019803
"男性","30至39歲","高中職及以下","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,1.59578778920577,1.59578778920575
"男性","30至39歲","高中職及以下","北北基宜蘭區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,1.59578778920577,1.59578778920575
"男性","30至39歲","高中職及以下","北北基宜蘭區","5 中間","5 中間","5 中間",1,1.59578778920577,1.59578778920575
"男性","30至39歲","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,1.59578778920577,1.59578778920575
"男性","30至39歲","高中職及以下","桃竹苗區","0-4 冷淡","0-4 冷淡","0-4 冷淡",3,4.77356106992999,4.77356106992993
"男性","30至39歲","高中職及以下","桃竹苗區","0-4 冷淡","6-10 溫暖","5 中間",1,1.50235971390909,1.50235971390907
"男性","30至39歲","高中職及以下","桃竹苗區","5 中間","5 中間","6-10 溫暖",1,1.50235971390909,1.50235971390907
"男性","30至39歲","高中職及以下","桃竹苗區","5 中間","6-10 溫暖","5 中間",1,1.50235971390909,1.50235971390907
"男性","30至39歲","高中職及以下","花東區","5 中間","0-4 冷淡","6-10 溫暖",1,1.263792177,1.26379217699998
"男性","30至39歲","高中職及以下","花東區","6-10 溫暖","0-4 冷淡","5 中間",1,1.263792177,1.26379217699998
"男性","30至39歲","高中職及以下","雲嘉南區","5 中間","0-4 冷淡","0-4 冷淡",1,1.4078753650305,1.40787536503048
"男性","30至39歲","高中職及以下","雲嘉南區","5 中間","5 中間","0-4 冷淡",1,1.4078753650305,1.40787536503048
"男性","30至39歲","高中職及以下","雲嘉南區","5 中間","5 中間","5 中間",2,2.815750730061,2.81575073006096
"男性","30至39歲","高中職及以下","高屏區","0-4 冷淡","5 中間","6-10 溫暖",1,2.01644881569107,2.01644881569104
"男性","30至39歲","高中職及以下","高屏區","0-4 冷淡","6-10 溫暖","0-4 冷淡",1,2.01644881569107,2.01644881569104
"男性","30至39歲","高中職及以下","高屏區","5 中間","5 中間","5 中間",2,4.03289763138213,4.03289763138207
"男性","40至49歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",4,3.49700112101842,3.49700112101837
"男性","40至49歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","5 中間",2,1.74850056050921,1.74850056050919
"男性","40至49歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","6-10 溫暖",2,1.74850056050921,1.74850056050919
"男性","40至49歲","專科及以上","中彰投區","0-4 冷淡","5 中間","0-4 冷淡",2,1.89240099783832,1.89240099783829
"男性","40至49歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",5,4.37125140127303,4.37125140127297
"男性","40至49歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","5 中間",2,1.82045077917376,1.82045077917374
"男性","40至49歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,0.874250280254605,0.874250280254593
"男性","40至49歲","專科及以上","中彰投區","5 中間","0-4 冷淡","0-4 冷淡",1,0.874250280254605,0.874250280254593
"男性","40至49歲","專科及以上","中彰投區","5 中間","0-4 冷淡","5 中間",2,1.74850056050921,1.74850056050919
"男性","40至49歲","專科及以上","中彰投區","5 中間","0-4 冷淡","6-10 溫暖",1,0.874250280254605,0.874250280254593
"男性","40至49歲","專科及以上","中彰投區","5 中間","5 中間","0-4 冷淡",1,0.874250280254605,0.874250280254593
"男性","40至49歲","專科及以上","中彰投區","5 中間","5 中間","5 中間",3,2.62275084076382,2.62275084076378
"男性","40至49歲","專科及以上","中彰投區","5 中間","6-10 溫暖","0-4 冷淡",1,0.874250280254605,0.874250280254593
"男性","40至49歲","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","0-4 冷淡",2,1.74850056050921,1.74850056050919
"男性","40至49歲","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","6-10 溫暖",8,7.2098528980305,7.2098528980304
"男性","40至49歲","專科及以上","中彰投區","6-10 溫暖","5 中間","0-4 冷淡",1,0.874250280254605,0.874250280254593
"男性","40至49歲","專科及以上","中彰投區","6-10 溫暖","5 中間","6-10 溫暖",1,0.874250280254605,0.874250280254593
"男性","40至49歲","專科及以上","中彰投區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,0.874250280254605,0.874250280254593
"男性","40至49歲","專科及以上","中彰投區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,0.874250280254605,0.874250280254593
"男性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",9,7.75447412816353,7.75447412816343
"男性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","6-10 溫暖",8,6.90067336249721,6.90067336249712
"男性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","0-4 冷淡",2,1.77786876849929,1.77786876849926
"男性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","6-10 溫暖",1,0.853800765666321,0.853800765666309
"男性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",17,14.8659492021607,14.8659492021605
"男性","40至49歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","5 中間",1,0.853800765666321,0.853800765666309
"男性","40至49歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","0-4 冷淡",4,3.48547029983193,3.48547029983188
"男性","40至49歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","5 中間",4,3.48547029983193,3.48547029983188
"男性","40至49歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","6-10 溫暖",3,2.63166953416561,2.63166953416557
"男性","40至49歲","專科及以上","北北基宜蘭區","5 中間","5 中間","5 中間",4,3.41520306266528,3.41520306266523
"男性","40至49歲","專科及以上","北北基宜蘭區","5 中間","5 中間","6-10 溫暖",1,0.853800765666321,0.853800765666309
"男性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","0-4 冷淡",2,1.70760153133264,1.70760153133262
"男性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","5 中間",3,2.63166953416561,2.63166953416557
"男性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",8,6.83040612533057,6.83040612533047
"男性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,0.853800765666321,0.853800765666309
"男性","40至49歲","專科及以上","北北基宜蘭區","6-10 溫暖","6-10 溫暖","6-10 溫暖",3,2.63166953416561,2.63166953416557
"男性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","0-4 冷淡",7,5.62669496472434,5.62669496472426
"男性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","5 中間",4,3.21525426555676,3.21525426555672
"男性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","6-10 溫暖",3,2.41144069916757,2.41144069916754
"男性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","5 中間","0-4 冷淡",1,0.803813566389191,0.80381356638918
"男性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","0-4 冷淡",6,4.88903472212979,4.88903472212972
"男性","40至49歲","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","5 中間",1,0.803813566389191,0.80381356638918
"男性","40至49歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","5 中間",3,2.41144069916757,2.41144069916754
"男性","40至49歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","6-10 溫暖",1,0.803813566389191,0.80381356638918
"男性","40至49歲","專科及以上","桃竹苗區","5 中間","5 中間","0-4 冷淡",1,0.803813566389191,0.80381356638918
"男性","40至49歲","專科及以上","桃竹苗區","5 中間","5 中間","5 中間",4,3.21525426555676,3.21525426555672
"男性","40至49歲","專科及以上","桃竹苗區","5 中間","5 中間","6-10 溫暖",1,0.803813566389191,0.80381356638918
"男性","40至49歲","專科及以上","桃竹苗區","5 中間","6-10 溫暖","5 中間",1,0.86996689018383,0.869966890183818
"男性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","5 中間",1,0.803813566389191,0.80381356638918
"男性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","6-10 溫暖",3,2.47759402296221,2.47759402296218
"男性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","5 中間","5 中間",1,0.803813566389191,0.80381356638918
"男性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","5 中間","6-10 溫暖",1,0.803813566389191,0.80381356638918
"男性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","6-10 溫暖","5 中間",1,0.803813566389191,0.80381356638918
"男性","40至49歲","專科及以上","桃竹苗區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,1.67378045657302,1.673780456573
"男性","40至49歲","專科及以上","花東區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,0.731820308931026,0.731820308931016
"男性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","0-4 冷淡",5,3.76630612402433,3.76630612402428
"男性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","5 中間",1,0.753261224804867,0.753261224804857
"男性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","6-10 溫暖",2,1.56851534919503,1.56851534919501
"男性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","5 中間","0-4 冷淡",2,1.56851534919503,1.56851534919501
"男性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","5 中間","5 中間",2,1.50652244960973,1.50652244960971
"男性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",8,6.08808269802423,6.08808269802415
"男性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","5 中間",1,0.753261224804867,0.753261224804857
"男性","40至49歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,0.753261224804867,0.753261224804857
"男性","40至49歲","專科及以上","雲嘉南區","5 中間","0-4 冷淡","0-4 冷淡",1,0.753261224804867,0.753261224804857
"男性","40至49歲","專科及以上","雲嘉南區","5 中間","0-4 冷淡","5 中間",1,0.753261224804867,0.753261224804857
"男性","40至49歲","專科及以上","雲嘉南區","5 中間","0-4 冷淡","6-10 溫暖",1,0.753261224804867,0.753261224804857
"男性","40至49歲","專科及以上","雲嘉南區","5 中間","5 中間","5 中間",4,3.13703069839005,3.13703069839001
"男性","40至49歲","專科及以上","雲嘉南區","6-10 溫暖","0-4 冷淡","5 中間",2,1.63050824878032,1.6305082487803
"男性","40至49歲","專科及以上","雲嘉南區","6-10 溫暖","5 中間","0-4 冷淡",1,0.753261224804867,0.753261224804857
"男性","40至49歲","專科及以上","雲嘉南區","6-10 溫暖","5 中間","5 中間",1,0.753261224804867,0.753261224804857
"男性","40至49歲","專科及以上","雲嘉南區","6-10 溫暖","5 中間","6-10 溫暖",1,0.753261224804867,0.753261224804857
"男性","40至49歲","專科及以上","高屏區","0-4 冷淡","0-4 冷淡","0-4 冷淡",7,7.90724182335938,7.90724182335927
"男性","40至49歲","專科及以上","高屏區","0-4 冷淡","0-4 冷淡","5 中間",1,1.07886872829178,1.07886872829177
"男性","40至49歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","0-4 冷淡",10,10.877477464247,10.8774774642469
"男性","40至49歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,1.07886872829178,1.07886872829177
"男性","40至49歲","專科及以上","高屏區","5 中間","0-4 冷淡","5 中間",1,1.07886872829178,1.07886872829177
"男性","40至49歲","專科及以上","高屏區","5 中間","5 中間","0-4 冷淡",1,1.16765890962101,1.16765890962099
"男性","40至49歲","專科及以上","高屏區","5 中間","5 中間","5 中間",1,1.07886872829178,1.07886872829177
"男性","40至49歲","專科及以上","高屏區","5 中間","6-10 溫暖","0-4 冷淡",1,1.16765890962101,1.16765890962099
"男性","40至49歲","專科及以上","高屏區","6-10 溫暖","0-4 冷淡","5 中間",2,2.24652763791279,2.24652763791276
"男性","40至49歲","專科及以上","高屏區","6-10 溫暖","5 中間","0-4 冷淡",1,1.16765890962101,1.16765890962099
"男性","40至49歲","高中職及以下","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,1.21688017998145,1.21688017998143
"男性","40至49歲","高中職及以下","中彰投區","0-4 冷淡","5 中間","0-4 冷淡",1,1.21688017998145,1.21688017998143
"男性","40至49歲","高中職及以下","中彰投區","0-4 冷淡","5 中間","5 中間",1,1.21688017998145,1.21688017998143
"男性","40至49歲","高中職及以下","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",1,1.21688017998145,1.21688017998143
"男性","40至49歲","高中職及以下","中彰投區","5 中間","0-4 冷淡","0-4 冷淡",1,1.43272500978548,1.43272500978546
"男性","40至49歲","高中職及以下","中彰投區","5 中間","0-4 冷淡","5 中間",2,2.43376035996291,2.43376035996288
"男性","40至49歲","高中職及以下","中彰投區","5 中間","0-4 冷淡","6-10 溫暖",2,2.4337603599629,2.43376035996287
"男性","40至49歲","高中職及以下","中彰投區","5 中間","5 中間","5 中間",4,5.25003250494949,5.25003250494942
"男性","40至49歲","高中職及以下","中彰投區","6-10 溫暖","0-4 冷淡","5 中間",1,1.3835471352011,1.38354713520108
"男性","40至49歲","高中職及以下","中彰投區","6-10 溫暖","0-4 冷淡","6-10 溫暖",3,3.65064053994435,3.6506405399443
"男性","40至49歲","高中職及以下","中彰投區","6-10 溫暖","5 中間","5 中間",1,1.21688017998145,1.21688017998143
"男性","40至49歲","高中職及以下","中彰投區","6-10 溫暖","5 中間","6-10 溫暖",1,1.21688017998145,1.21688017998143
"男性","40至49歲","高中職及以下","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,2.37683247659872,2.37683247659869
"男性","40至49歲","高中職及以下","北北基宜蘭區","0-4 冷淡","5 中間","0-4 冷淡",1,1.18841623829936,1.18841623829934
"男性","40至49歲","高中職及以下","北北基宜蘭區","0-4 冷淡","5 中間","5 中間",1,1.18841623829936,1.18841623829934
"男性","40至49歲","高中職及以下","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,2.79842451977912,2.79842451977908
"男性","40至49歲","高中職及以下","北北基宜蘭區","5 中間","0-4 冷淡","5 中間",1,1.18841623829936,1.18841623829934
"男性","40至49歲","高中職及以下","北北基宜蘭區","5 中間","0-4 冷淡","6-10 溫暖",1,1.18841623829936,1.18841623829934
"男性","40至49歲","高中職及以下","北北基宜蘭區","5 中間","5 中間","5 中間",1,1.18841623829936,1.18841623829934
"男性","40至49歲","高中職及以下","北北基宜蘭區","5 中間","6-10 溫暖","5 中間",1,1.39921225988956,1.39921225988954
"男性","40至49歲","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",2,2.58762849818892,2.58762849818888
"男性","40至49歲","高中職及以下","北北基宜蘭區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,1.39921225988956,1.39921225988954
"男性","40至49歲","高中職及以下","北北基宜蘭區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,1.18841623829936,1.18841623829934
"男性","40至49歲","高中職及以下","桃竹苗區","0-4 冷淡","5 中間","0-4 冷淡",1,1.31729302898852,1.3172930289885
"男性","40至49歲","高中職及以下","桃竹苗區","0-4 冷淡","5 中間","6-10 溫暖",1,1.11883841438901,1.11883841438899
"男性","40至49歲","高中職及以下","桃竹苗區","0-4 冷淡","6-10 溫暖","0-4 冷淡",6,7.10993971553308,7.10993971553298
"男性","40至49歲","高中職及以下","桃竹苗區","5 中間","0-4 冷淡","6-10 溫暖",2,2.23767682877802,2.23767682877799
"男性","40至49歲","高中職及以下","桃竹苗區","5 中間","5 中間","5 中間",1,1.31729302898852,1.3172930289885
"男性","40至49歲","高中職及以下","桃竹苗區","6-10 溫暖","5 中間","0-4 冷淡",1,1.11883841438901,1.11883841438899
"男性","40至49歲","高中職及以下","桃竹苗區","6-10 溫暖","5 中間","6-10 溫暖",1,1.11883841438901,1.11883841438899
"男性","40至49歲","高中職及以下","花東區","0-4 冷淡","5 中間","0-4 冷淡",1,0.941172225403948,0.941172225403935
"男性","40至49歲","高中職及以下","花東區","5 中間","5 中間","0-4 冷淡",1,0.941172225403948,0.941172225403935
"男性","40至49歲","高中職及以下","花東區","6-10 溫暖","5 中間","6-10 溫暖",1,0.941172225403948,0.941172225403935
"男性","40至49歲","高中職及以下","雲嘉南區","0-4 冷淡","0-4 冷淡","0-4 冷淡",3,3.14542188495489,3.14542188495485
"男性","40至49歲","高中職及以下","雲嘉南區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,1.04847396165163,1.04847396165162
"男性","40至49歲","高中職及以下","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",1,1.04847396165163,1.04847396165162
"男性","40至49歲","高中職及以下","雲嘉南區","5 中間","0-4 冷淡","0-4 冷淡",1,1.04847396165163,1.04847396165162
"男性","40至49歲","高中職及以下","雲嘉南區","5 中間","0-4 冷淡","5 中間",1,1.04847396165163,1.04847396165162
"男性","40至49歲","高中職及以下","雲嘉南區","5 中間","0-4 冷淡","6-10 溫暖",1,1.04847396165163,1.04847396165162
"男性","40至49歲","高中職及以下","雲嘉南區","5 中間","5 中間","0-4 冷淡",1,1.04847396165163,1.04847396165162
"男性","40至49歲","高中職及以下","雲嘉南區","5 中間","5 中間","5 中間",2,2.09694792330327,2.09694792330324
"男性","40至49歲","高中職及以下","雲嘉南區","6-10 溫暖","0-4 冷淡","0-4 冷淡",2,2.28292160216629,2.28292160216626
"男性","40至49歲","高中職及以下","雲嘉南區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,2.09694792330326,2.09694792330323
"男性","40至49歲","高中職及以下","高屏區","0-4 冷淡","5 中間","0-4 冷淡",2,3.00338244530554,3.0033824453055
"男性","40至49歲","高中職及以下","高屏區","5 中間","0-4 冷淡","0-4 冷淡",1,1.50169122265277,1.50169122265275
"男性","40至49歲","高中職及以下","高屏區","5 中間","0-4 冷淡","5 中間",1,1.50169122265277,1.50169122265275
"男性","40至49歲","高中職及以下","高屏區","5 中間","5 中間","0-4 冷淡",1,1.76805457683002,1.76805457683
"男性","40至49歲","高中職及以下","高屏區","5 中間","5 中間","5 中間",1,1.50169122265277,1.50169122265275
"男性","40至49歲","高中職及以下","高屏區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,1.50169122265277,1.50169122265275
"男性","50至59歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,1.64384329714586,1.64384329714584
"男性","50至59歲","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,0.854406702833387,0.854406702833375
"男性","50至59歲","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",5,4.01215308008327,4.01215308008322
"男性","50至59歲","專科及以上","中彰投區","5 中間","0-4 冷淡","0-4 冷淡",1,0.789436594312472,0.789436594312461
"男性","50至59歲","專科及以上","中彰投區","5 中間","0-4 冷淡","5 中間",1,0.789436594312472,0.789436594312461
"男性","50至59歲","專科及以上","中彰投區","5 中間","0-4 冷淡","6-10 溫暖",2,1.64384329714586,1.64384329714584
"男性","50至59歲","專科及以上","中彰投區","5 中間","5 中間","0-4 冷淡",1,0.789436594312472,0.789436594312461
"男性","50至59歲","專科及以上","中彰投區","5 中間","5 中間","5 中間",2,1.64384329714586,1.64384329714584
"男性","50至59歲","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","5 中間",2,1.57887318862494,1.57887318862492
"男性","50至59歲","專科及以上","中彰投區","6-10 溫暖","5 中間","0-4 冷淡",1,0.854406702833387,0.854406702833375
"男性","50至59歲","專科及以上","中彰投區","6-10 溫暖","5 中間","6-10 溫暖",1,0.854406702833387,0.854406702833375
"男性","50至59歲","專科及以上","中彰投區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,0.854406702833387,0.854406702833375
"男性","50至59歲","專科及以上","中彰投區","6-10 溫暖","6-10 溫暖","5 中間",2,1.64384329714586,1.64384329714584
"男性","50至59歲","專科及以上","中彰投區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,0.789436594312472,0.789436594312461
"男性","50至59歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",4,3.08388379800214,3.08388379800209
"男性","50至59歲","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","5 中間",1,0.834421347691344,0.834421347691333
"男性","50至59歲","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","0-4 冷淡",2,1.60539229719188,1.60539229719186
"男性","50至59歲","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","6-10 溫暖",1,0.770970949500534,0.770970949500523
"男性","50至59歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",12,9.37855219038803,9.3785521903879
"男性","50至59歲","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,0.770970949500534,0.770970949500523
"男性","50至59歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","5 中間",1,0.770970949500534,0.770970949500523
"男性","50至59歲","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","6-10 溫暖",1,0.834421347691344,0.834421347691333
"男性","50至59歲","專科及以上","北北基宜蘭區","5 中間","5 中間","0-4 冷淡",1,0.770970949500534,0.770970949500523
"男性","50至59歲","專科及以上","北北基宜蘭區","5 中間","5 中間","5 中間",4,3.27423499257457,3.27423499257452
"男性","50至59歲","專科及以上","北北基宜蘭區","5 中間","6-10 溫暖","0-4 冷淡",1,0.834421347691344,0.834421347691333
"男性","50至59歲","專科及以上","北北基宜蘭區","5 中間","6-10 溫暖","5 中間",1,0.834421347691344,0.834421347691333
"男性","50至59歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","5 中間",5,4.0452059420751,4.04520594207504
"男性","50至59歲","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",5,3.85485474750267,3.85485474750262
"男性","50至59歲","專科及以上","北北基宜蘭區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,0.770970949500534,0.770970949500523
"男性","50至59歲","專科及以上","北北基宜蘭區","6-10 溫暖","6-10 溫暖","5 中間",1,0.834421347691344,0.834421347691333
"男性","50至59歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,1.4516663217486,1.45166632174858
"男性","50至59歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","5 中間",2,1.51140190985008,1.51140190985006
"男性","50至59歲","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,0.725833160874302,0.725833160874292
"男性","50至59歲","專科及以上","桃竹苗區","0-4 冷淡","5 中間","0-4 冷淡",1,0.78556874897578,0.785568748975769
"男性","50至59歲","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","0-4 冷淡",6,4.47447014144877,4.47447014144871
"男性","50至59歲","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","5 中間",1,0.78556874897578,0.785568748975769
"男性","50至59歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","0-4 冷淡",1,0.725833160874302,0.725833160874292
"男性","50至59歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","5 中間",1,0.78556874897578,0.785568748975769
"男性","50至59歲","專科及以上","桃竹苗區","5 中間","0-4 冷淡","6-10 溫暖",1,0.725833160874302,0.725833160874292
"男性","50至59歲","專科及以上","桃竹苗區","5 中間","5 中間","5 中間",1,0.78556874897578,0.785568748975769
"男性","50至59歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","0-4 冷淡",2,1.57113749795156,1.57113749795154
"男性","50至59歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","5 中間",3,2.35670624692734,2.35670624692731
"男性","50至59歲","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","6-10 溫暖",6,4.53420572955025,4.53420572955018
"男性","50至59歲","專科及以上","桃竹苗區","6-10 溫暖","5 中間","5 中間",1,0.725833160874302,0.725833160874292
"男性","50至59歲","專科及以上","桃竹苗區","6-10 溫暖","5 中間","6-10 溫暖",1,0.78556874897578,0.785568748975769
"男性","50至59歲","專科及以上","桃竹苗區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,0.78556874897578,0.785568748975769
"男性","50至59歲","專科及以上","花東區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,0.660824189,0.660824188999991
"男性","50至59歲","專科及以上","花東區","0-4 冷淡","6-10 溫暖","0-4 冷淡",1,0.660824189,0.660824188999991
"男性","50至59歲","專科及以上","花東區","5 中間","5 中間","0-4 冷淡",1,0.610574326467957,0.610574326467949
"男性","50至59歲","專科及以上","花東區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,0.660824189,0.660824188999991
"男性","50至59歲","專科及以上","花東區","6-10 溫暖","0-4 冷淡","5 中間",1,0.660824189,0.660824188999991
"男性","50至59歲","專科及以上","花東區","6-10 溫暖","0-4 冷淡","6-10 溫暖",5,3.20362121993591,3.20362121993587
"男性","50至59歲","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,0.680185056119647,0.680185056119638
"男性","50至59歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",8,5.60941678695612,5.60941678695604
"男性","50至59歲","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","5 中間",2,1.36037011223929,1.36037011223927
"男性","50至59歲","專科及以上","雲嘉南區","5 中間","5 中間","0-4 冷淡",1,0.680185056119647,0.680185056119638
"男性","50至59歲","專科及以上","雲嘉南區","5 中間","5 中間","5 中間",6,4.3050254540498,4.30502545404974
"男性","50至59歲","專科及以上","雲嘉南區","5 中間","6-10 溫暖","0-4 冷淡",1,0.736163835452628,0.736163835452618
"男性","50至59歲","專科及以上","雲嘉南區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,0.680185056119647,0.680185056119638
"男性","50至59歲","專科及以上","雲嘉南區","6-10 溫暖","0-4 冷淡","5 中間",2,1.47232767090526,1.47232767090524
"男性","50至59歲","專科及以上","雲嘉南區","6-10 溫暖","0-4 冷淡","6-10 溫暖",2,1.41634889157227,1.41634889157226
"男性","50至59歲","專科及以上","雲嘉南區","6-10 溫暖","5 中間","0-4 冷淡",1,0.736163835452628,0.736163835452618
"男性","50至59歲","專科及以上","雲嘉南區","6-10 溫暖","5 中間","5 中間",1,0.680185056119647,0.680185056119638
"男性","50至59歲","專科及以上","雲嘉南區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,1.36037011223929,1.36037011223928
"男性","50至59歲","專科及以上","高屏區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,0.974204382668143,0.97420438266813
