"sex","age","edu","arear","party_kmt","party_dpp","party_tpp","n_teds","n_teds_wt","N_target"
"女性","40至49歲","專科及以上","高屏區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,2.4022351505264,2.40223515052637
"女性","40至49歲","高中職及以下","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",3,3.90366754407651,3.90366754407646
"女性","40至49歲","高中職及以下","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,2.60244502938433,2.6024450293843
"女性","40至49歲","高中職及以下","中彰投區","0-4 冷淡","6-10 溫暖","5 中間",2,2.60244502938434,2.6024450293843
"女性","40至49歲","高中職及以下","中彰投區","5 中間","5 中間","5 中間",1,1.53202761517887,1.53202761517885
"女性","40至49歲","高中職及以下","中彰投區","5 中間","6-10 溫暖","0-4 冷淡",1,1.30122251469217,1.30122251469215
"女性","40至49歲","高中職及以下","中彰投區","5 中間","6-10 溫暖","5 中間",1,1.30122251469217,1.30122251469215
"女性","40至49歲","高中職及以下","中彰投區","6-10 溫暖","0-4 冷淡","5 中間",2,2.60244502938434,2.6024450293843
"女性","40至49歲","高中職及以下","中彰投區","6-10 溫暖","5 中間","5 中間",1,1.30122251469217,1.30122251469215
"女性","40至49歲","高中職及以下","中彰投區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,2.83325012987104,2.833250129871
"女性","40至49歲","高中職及以下","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,1.27078572857063,1.27078572857061
"女性","40至49歲","高中職及以下","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",1,1.27078572857063,1.27078572857061
"女性","40至49歲","高中職及以下","北北基宜蘭區","5 中間","0-4 冷淡","5 中間",1,1.27078572857063,1.27078572857061
"女性","40至49歲","高中職及以下","北北基宜蘭區","5 中間","5 中間","5 中間",4,5.30854927212532,5.30854927212525
"女性","40至49歲","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","5 中間",3,4.26316990139749,4.26316990139743
"女性","40至49歲","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,1.27078572857063,1.27078572857061
"女性","40至49歲","高中職及以下","桃竹苗區","0-4 冷淡","5 中間","0-4 冷淡",1,1.36024538952135,1.36024538952133
"女性","40至49歲","高中職及以下","桃竹苗區","0-4 冷淡","6-10 溫暖","0-4 冷淡",1,1.19638544456173,1.19638544456171
"女性","40至49歲","高中職及以下","桃竹苗區","5 中間","0-4 冷淡","0-4 冷淡",1,1.40859500874854,1.40859500874852
"女性","40至49歲","高中職及以下","桃竹苗區","5 中間","0-4 冷淡","5 中間",2,2.60498045331027,2.60498045331023
"女性","40至49歲","高中職及以下","桃竹苗區","5 中間","5 中間","0-4 冷淡",2,2.60498045331027,2.60498045331023
"女性","40至49歲","高中職及以下","桃竹苗區","5 中間","5 中間","5 中間",3,3.75301627864481,3.75301627864476
"女性","40至49歲","高中職及以下","桃竹苗區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,1.19638544456173,1.19638544456171
"女性","40至49歲","高中職及以下","桃竹苗區","6-10 溫暖","5 中間","5 中間",1,1.19638544456173,1.19638544456171
"女性","40至49歲","高中職及以下","桃竹苗區","6-10 溫暖","5 中間","6-10 溫暖",2,2.39277088912346,2.39277088912343
"女性","40至49歲","高中職及以下","花東區","0-4 冷淡","6-10 溫暖","5 中間",1,1.00640515807991,1.0064051580799
"女性","40至49歲","高中職及以下","雲嘉南區","0-4 冷淡","0-4 冷淡","0-4 冷淡",3,3.36343203072891,3.36343203072886
"女性","40至49歲","高中職及以下","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,2.24228802048594,2.24228802048591
"女性","40至49歲","高中職及以下","雲嘉南區","5 中間","0-4 冷淡","0-4 冷淡",1,1.12114401024297,1.12114401024295
"女性","40至49歲","高中職及以下","雲嘉南區","5 中間","5 中間","5 中間",5,5.60572005121486,5.60572005121478
"女性","40至49歲","高中職及以下","雲嘉南區","5 中間","5 中間","6-10 溫暖",1,1.12114401024297,1.12114401024295
"女性","40至49歲","高中職及以下","雲嘉南區","5 中間","6-10 溫暖","5 中間",1,1.12114401024297,1.12114401024295
"女性","40至49歲","高中職及以下","雲嘉南區","6-10 溫暖","5 中間","5 中間",1,1.12114401024297,1.12114401024295
