"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","prop","prop_wt","cell"
"男性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","05","10","00",1,1.238400745,0.000544069640914037,0.000680246855700129,"男性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 10 | 00"
"男性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","06","03","04",1,1.516957579,0.000544069640914037,0.000833256623521516,"男性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 06 | 03 | 04"
"男性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","06","05","06",1,1.238400745,0.000544069640914037,0.000680246855700129,"男性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 06 | 05 | 06"
"男性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","07","01","04",1,1.238400745,0.000544069640914037,0.000680246855700129,"男性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 07 | 01 | 04"
"男性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","08","01","00",1,1.209732282,0.000544069640914037,0.00066449942346364,"男性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 08 | 01 | 00"
"男性","50至59歲","高中、職","北北基宜蘭區","本省閩南人","08","07","06",1,1.238400745,0.000544069640914037,0.000680246855700129,"男性 | 50至59歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 08 | 07 | 06"
"男性","50至59歲","高中、職","桃竹苗區","大陸各省市","01","05","00",1,1.12199317,0.000544069640914037,0.000616304802053006,"男性 | 50至59歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 01 | 05 | 00"
"男性","50至59歲","高中、職","桃竹苗區","本省客家人","00","00","05",1,1.12199317,0.000544069640914037,0.000616304802053006,"男性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 00 | 00 | 05"
"男性","50至59歲","高中、職","桃竹苗區","本省客家人","05","08","06",1,1.12199317,0.000544069640914037,0.000616304802053006,"男性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 05 | 08 | 06"
"男性","50至59歲","高中、職","桃竹苗區","本省客家人","06","07","05",1,1.096019494,0.000544069640914037,0.000602037601793874,"男性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 06 | 07 | 05"
"男性","50至59歲","高中、職","桃竹苗區","本省客家人","07","04","06",1,1.12199317,0.000544069640914037,0.000616304802053006,"男性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 07 | 04 | 06"
"男性","50至59歲","高中、職","桃竹苗區","本省客家人","10","10","10",1,1.12199317,0.000544069640914037,0.000616304802053006,"男性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 10 | 10 | 10"
"男性","50至59歲","高中、職","桃竹苗區","本省閩南人","05","04","06",1,1.12199317,0.000544069640914037,0.000616304802053006,"男性 | 50至59歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 04 | 06"
"男性","50至59歲","高中、職","花東外島區","大陸各省市","08","00","05",1,0.79743805,0.000544069640914037,0.000438028423608662,"男性 | 50至59歲 | 高中、職 | 花東外島區 | 大陸各省市 | 08 | 00 | 05"
"男性","50至59歲","高中、職","花東外島區","本省客家人","06","04","04",1,0.79743805,0.000544069640914037,0.000438028423608662,"男性 | 50至59歲 | 高中、職 | 花東外島區 | 本省客家人 | 06 | 04 | 04"
"男性","50至59歲","高中、職","花東外島區","本省閩南人","07","03","02",1,0.79743805,0.000544069640914037,0.000438028423608662,"男性 | 50至59歲 | 高中、職 | 花東外島區 | 本省閩南人 | 07 | 03 | 02"
"男性","50至59歲","高中、職","雲嘉南區","大陸各省市","09","09","02",1,0.979833732,0.000544069640914037,0.000538217388832339,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 大陸各省市 | 09 | 09 | 02"
"男性","50至59歲","高中、職","雲嘉南區","本省客家人","00","10","00",1,0.979833732,0.000544069640914037,0.000538217388832339,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省客家人 | 00 | 10 | 00"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","00","10","02",1,0.979833732,0.000544069640914037,0.000538217388832339,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 00 | 10 | 02"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","01","08","00",1,1.003054016,0.000544069640914037,0.000550972165703427,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 01 | 08 | 00"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","01","08","01",1,1.003054016,0.000544069640914037,0.000550972165703427,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 01 | 08 | 01"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","01","10","05",1,0.979833732,0.000544069640914037,0.000538217388832339,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 01 | 10 | 05"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","03","08","04",1,0.979833732,0.000544069640914037,0.000538217388832339,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 03 | 08 | 04"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","04","05","06",1,0.881007928,0.000544069640914037,0.000483932907250379,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 04 | 05 | 06"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","06","03","05",1,1.003054016,0.000544069640914037,0.000550972165703427,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 03 | 05"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","06","04","05",1,0.979833732,0.000544069640914037,0.000538217388832339,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 04 | 05"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","06","05","05",1,1.003054016,0.000544069640914037,0.000550972165703427,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 05 | 05"
"男性","50至59歲","高中、職","雲嘉南區","本省閩南人","07","10","05",1,1.003054016,0.000544069640914037,0.000550972165703427,"男性 | 50至59歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 07 | 10 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","原住民","06","05","05",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 原住民 | 06 | 05 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","大陸各省市","03","08","03",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 大陸各省市 | 03 | 08 | 03"
"男性","50至59歲","高中、職","高屏澎湖區","大陸各省市","08","00","05",1,1.015005914,0.000544069640914037,0.000557537278868106,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 大陸各省市 | 08 | 00 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","本省客家人","05","08","05",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省客家人 | 05 | 08 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","03","10","06",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 03 | 10 | 06"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","04","05","05",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 04 | 05 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","04","06","08",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 04 | 06 | 08"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","04","07","02",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 04 | 07 | 02"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","05","01","05",1,1.015005914,0.000544069640914037,0.000557537278868106,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 01 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","05","03","08",1,1.015005914,0.000544069640914037,0.000557537278868106,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 03 | 08"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","05","05","05",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","05","06","05",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 06 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","05","10","05",1,1.015005914,0.000544069640914037,0.000557537278868106,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 05 | 10 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","06","02","04",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 06 | 02 | 04"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","08","09","06",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 08 | 09 | 06"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","10","05","05",1,1.015005914,0.000544069640914037,0.000557537278868106,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 10 | 05 | 05"
"男性","50至59歲","高中、職","高屏澎湖區","本省閩南人","10","10","10",1,1.039059715,0.000544069640914037,0.000570749902135615,"男性 | 50至59歲 | 高中、職 | 高屏澎湖區 | 本省閩南人 | 10 | 10 | 10"
"男性","60歲及以上","國、初中","中彰投區","大陸各省市","06","05","04",1,1.265613404,0.000544069640914037,0.000695194622644495,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 大陸各省市 | 06 | 05 | 04"
"男性","60歲及以上","國、初中","中彰投區","本省客家人","02","09","00",1,0.914561264,0.000544069640914037,0.000502363573902029,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省客家人 | 02 | 09 | 00"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","03","08","02",1,1.265613404,0.000544069640914037,0.000695194622644495,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 03 | 08 | 02"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","03","09","00",1,0.914561264,0.000544069640914037,0.000502363573902029,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 03 | 09 | 00"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","04","05","01",1,1.265613404,0.000544069640914037,0.000695194622644495,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 04 | 05 | 01"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","04","09","03",1,0.914561264,0.000544069640914037,0.000502363573902029,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 04 | 09 | 03"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","05","02","05",1,0.914561264,0.000544069640914037,0.000502363573902029,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 05 | 02 | 05"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","05","05","00",1,0.914561264,0.000544069640914037,0.000502363573902029,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 05 | 05 | 00"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","05","05","03",1,1.265613404,0.000544069640914037,0.000695194622644495,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 05 | 05 | 03"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","05","10","03",1,0.914561264,0.000544069640914037,0.000502363573902029,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 05 | 10 | 03"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","08","05","04",1,0.914561264,0.000544069640914037,0.000502363573902029,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 08 | 05 | 04"
"男性","60歲及以上","國、初中","中彰投區","本省閩南人","10","09","09",1,0.914561264,0.000544069640914037,0.000502363573902029,"男性 | 60歲及以上 | 國、初中 | 中彰投區 | 本省閩南人 | 10 | 09 | 09"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省客家人","02","10","01",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省客家人 | 02 | 10 | 01"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","00","06","00",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 00 | 06 | 00"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","00","10","05",1,1.048823602,0.000544069640914037,0.000576113152648809,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 00 | 10 | 05"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","01","06","01",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 01 | 06 | 01"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","01","08","01",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 01 | 08 | 01"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","01","09","02",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 01 | 09 | 02"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","03","06","02",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 02"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","03","08","02",1,1.048823602,0.000544069640914037,0.000576113152648809,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 02"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","04","01","01",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 04 | 01 | 01"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","04","07","03",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 04 | 07 | 03"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","04","09","05",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 04 | 09 | 05"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","05","09","09",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 05 | 09 | 09"
"男性","60歲及以上","國、初中","北北基宜蘭區","本省閩南人","06","08","05",1,1.122166004,0.000544069640914037,0.000616399738837833,"男性 | 60歲及以上 | 國、初中 | 北北基宜蘭區 | 本省閩南人 | 06 | 08 | 05"
"男性","60歲及以上","國、初中","桃竹苗區","本省客家人","03","08","04",1,1.016684298,0.000544069640914037,0.000558459206154784,"男性 | 60歲及以上 | 國、初中 | 桃竹苗區 | 本省客家人 | 03 | 08 | 04"
"男性","60歲及以上","國、初中","桃竹苗區","本省客家人","04","09","01",1,1.016684298,0.000544069640914037,0.000558459206154784,"男性 | 60歲及以上 | 國、初中 | 桃竹苗區 | 本省客家人 | 04 | 09 | 01"
"男性","60歲及以上","國、初中","桃竹苗區","本省客家人","08","08","08",1,1.016684298,0.000544069640914037,0.000558459206154784,"男性 | 60歲及以上 | 國、初中 | 桃竹苗區 | 本省客家人 | 08 | 08 | 08"
"男性","60歲及以上","國、初中","桃竹苗區","本省客家人","10","00","03",1,1.016684298,0.000544069640914037,0.000558459206154784,"男性 | 60歲及以上 | 國、初中 | 桃竹苗區 | 本省客家人 | 10 | 00 | 03"
"男性","60歲及以上","國、初中","桃竹苗區","本省閩南人","03","09","02",1,1.016684298,0.000544069640914037,0.000558459206154784,"男性 | 60歲及以上 | 國、初中 | 桃竹苗區 | 本省閩南人 | 03 | 09 | 02"
"男性","60歲及以上","國、初中","花東外島區","本省客家人","05","05","05",1,0.999956529,0.000544069640914037,0.000549270732786151,"男性 | 60歲及以上 | 國、初中 | 花東外島區 | 本省客家人 | 05 | 05 | 05"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","02","10","02",1,1.257791013,0.000544069640914037,0.000690897825421714,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 02 | 10 | 02"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","03","05","03",1,0.908908624,0.000544069640914037,0.000499258609211133,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 03 | 05 | 03"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","04","06","03",1,0.908908624,0.000544069640914037,0.000499258609211133,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 04 | 06 | 03"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","04","08","03",1,0.908908624,0.000544069640914037,0.000499258609211133,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 04 | 08 | 03"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","04","09","06",1,1.257791013,0.000544069640914037,0.000690897825421714,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 04 | 09 | 06"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","05","05","03",1,0.908908624,0.000544069640914037,0.000499258609211133,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 03"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","05","10","03",1,0.908908624,0.000544069640914037,0.000499258609211133,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 05 | 10 | 03"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","06","03","01",1,0.908908624,0.000544069640914037,0.000499258609211133,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 06 | 03 | 01"
"男性","60歲及以上","國、初中","雲嘉南區","本省閩南人","06","05","03",1,0.908908624,0.000544069640914037,0.000499258609211133,"男性 | 60歲及以上 | 國、初中 | 雲嘉南區 | 本省閩南人 | 06 | 05 | 03"
"男性","60歲及以上","國、初中","高屏澎湖區","本省客家人","08","05","03",1,0.941534873,0.000544069640914037,0.000517180031969595,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省客家人 | 08 | 05 | 03"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","02","05","03",1,0.941534873,0.000544069640914037,0.000517180031969595,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 02 | 05 | 03"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","02","10","03",1,0.941534873,0.000544069640914037,0.000517180031969595,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 02 | 10 | 03"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","05","03","02",1,1.302940769,0.000544069640914037,0.000715698343088253,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 05 | 03 | 02"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","05","05","00",1,1.302940769,0.000544069640914037,0.000715698343088253,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 00"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","05","05","05",1,0.941534873,0.000544069640914037,0.000517180031969595,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 05 | 05 | 05"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","05","07","03",1,0.941534873,0.000544069640914037,0.000517180031969595,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 05 | 07 | 03"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","05","09","03",1,1.302940769,0.000544069640914037,0.000715698343088253,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 05 | 09 | 03"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","07","07","02",1,0.941534873,0.000544069640914037,0.000517180031969595,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 07 | 07 | 02"
"男性","60歲及以上","國、初中","高屏澎湖區","本省閩南人","07","09","04",1,0.941534873,0.000544069640914037,0.000517180031969595,"男性 | 60歲及以上 | 國、初中 | 高屏澎湖區 | 本省閩南人 | 07 | 09 | 04"
"男性","60歲及以上","大學及以上","中彰投區","本省閩南人","02","07","00",1,0.588270652,0.000544069640914037,0.000323133899054352,"男性 | 60歲及以上 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 07 | 00"
"男性","60歲及以上","大學及以上","中彰投區","本省閩南人","03","07","05",1,0.588270652,0.000544069640914037,0.000323133899054352,"男性 | 60歲及以上 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 07 | 05"
"男性","60歲及以上","大學及以上","中彰投區","本省閩南人","03","08","05",1,0.729337656,0.000544069640914037,0.000400621244165759,"男性 | 60歲及以上 | 大學及以上 | 中彰投區 | 本省閩南人 | 03 | 08 | 05"
"男性","60歲及以上","大學及以上","中彰投區","本省閩南人","04","03","03",1,0.814076926,0.000544069640914037,0.000447168068531424,"男性 | 60歲及以上 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 03 | 03"
"男性","60歲及以上","大學及以上","中彰投區","本省閩南人","05","05","03",1,0.814076926,0.000544069640914037,0.000447168068531424,"男性 | 60歲及以上 | 大學及以上 | 中彰投區 | 本省閩南人 | 05 | 05 | 03"
"男性","60歲及以上","大學及以上","中彰投區","本省閩南人","06","04","05",1,0.588270652,0.000544069640914037,0.000323133899054352,"男性 | 60歲及以上 | 大學及以上 | 中彰投區 | 本省閩南人 | 06 | 04 | 05"
"男性","60歲及以上","大學及以上","中彰投區","本省閩南人","06","07","05",1,0.814076926,0.000544069640914037,0.000447168068531424,"男性 | 60歲及以上 | 大學及以上 | 中彰投區 | 本省閩南人 | 06 | 07 | 05"
"男性","60歲及以上","大學及以上","中彰投區","本省閩南人","08","02","05",1,0.588270652,0.000544069640914037,0.000323133899054352,"男性 | 60歲及以上 | 大學及以上 | 中彰投區 | 本省閩南人 | 08 | 02 | 05"
"男性","60歲及以上","大學及以上","中彰投區","本省閩南人","08","02","09",1,0.814076926,0.000544069640914037,0.000447168068531424,"男性 | 60歲及以上 | 大學及以上 | 中彰投區 | 本省閩南人 | 08 | 02 | 09"
"男性","60歲及以上","大學及以上","北北基宜蘭區","大陸各省市","03","00","04",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 03 | 00 | 04"
"男性","60歲及以上","大學及以上","北北基宜蘭區","大陸各省市","05","00","05",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 05 | 00 | 05"
"男性","60歲及以上","大學及以上","北北基宜蘭區","大陸各省市","05","01","05",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 05 | 01 | 05"
"男性","60歲及以上","大學及以上","北北基宜蘭區","大陸各省市","05","05","05",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 05 | 05 | 05"
"男性","60歲及以上","大學及以上","北北基宜蘭區","大陸各省市","06","00","04",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 06 | 00 | 04"
"男性","60歲及以上","大學及以上","北北基宜蘭區","大陸各省市","06","04","06",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 06 | 04 | 06"
"男性","60歲及以上","大學及以上","北北基宜蘭區","大陸各省市","10","00","00",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 10 | 00 | 00"
"男性","60歲及以上","大學及以上","北北基宜蘭區","大陸各省市","10","00","03",1,0.998871795,0.000544069640914037,0.000548674894245395,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 10 | 00 | 03"
"男性","60歲及以上","大學及以上","北北基宜蘭區","大陸各省市","10","02","05",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 10 | 02 | 05"
"男性","60歲及以上","大學及以上","北北基宜蘭區","本省客家人","03","08","07",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 03 | 08 | 07"
"男性","60歲及以上","大學及以上","北北基宜蘭區","本省客家人","05","10","08",1,0.998871795,0.000544069640914037,0.000548674894245395,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 05 | 10 | 08"
"男性","60歲及以上","大學及以上","北北基宜蘭區","本省客家人","06","01","01",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 06 | 01 | 01"
"男性","60歲及以上","大學及以上","北北基宜蘭區","本省客家人","06","03","04",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 本省客家人 | 06 | 03 | 04"
"男性","60歲及以上","大學及以上","北北基宜蘭區","本省閩南人","00","06","00",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 06 | 00"
"男性","60歲及以上","大學及以上","北北基宜蘭區","本省閩南人","00","10","00",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 10 | 00"
"男性","60歲及以上","大學及以上","北北基宜蘭區","本省閩南人","03","08","01",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 01"
"男性","60歲及以上","大學及以上","北北基宜蘭區","本省閩南人","03","08","02",1,0.721807661,0.000544069640914037,0.000396485058490105,"男性 | 60歲及以上 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 02"
