"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","n_sources","prop","prop_wt","cell"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","03","07","05",1,1.23710676826482,1,0.000178571428571429,0.000221918505265773,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 07 | 05"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","03","07","09",1,1.050479816,1,0.000178571428571429,0.000188440413195348,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 07 | 09"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","04","00","06",1,1.23710676826482,1,0.000178571428571429,0.000221918505265773,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 00 | 06"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","04","04","05",1,1.018933674,1,0.000178571428571429,0.00018278150576785,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 04 | 05"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","04","04","07",1,1.23710676826482,1,0.000178571428571429,0.000221918505265773,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 04 | 07"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","04","08","04",1,1.050479816,1,0.000178571428571429,0.000188440413195348,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 08 | 04"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","05","03","05",1,1.314207048,1,0.000178571428571429,0.000235749145654559,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 03 | 05"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","05","04","06",1,1.23710676826482,1,0.000178571428571429,0.000221918505265773,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 04 | 06"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","05","05","04",1,1.050479816,1,0.000178571428571429,0.000188440413195348,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 04"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","05","05","06",1,1.23710676826482,1,0.000178571428571429,0.000221918505265773,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 05 | 06"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","02","05",1,1.018933674,1,0.000178571428571429,0.00018278150576785,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 02 | 05"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","03","10",1,1.018933674,1,0.000178571428571429,0.00018278150576785,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 03 | 10"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","04","06",1,1.018933674,1,0.000178571428571429,0.00018278150576785,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 04 | 06"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","04","07",1,1.23710676826482,1,0.000178571428571429,0.000221918505265773,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 04 | 07"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","05","08",1,1.23710676826482,1,0.000178571428571429,0.000221918505265773,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 05 | 08"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","06","07","03",1,1.23710676826482,1,0.000178571428571429,0.000221918505265773,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 07 | 03"
"男性","20至29歲","大學及以上","雲嘉南區","本省閩南人","07","03","07",1,1.018933674,1,0.000178571428571429,0.00018278150576785,"男性 | 20至29歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 07 | 03 | 07"
"男性","20至29歲","大學及以上","高屏區","大陸各省市","10","00","05",1,1.141035867,1,0.000178571428571429,0.000204684818283259,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 大陸各省市 | 10 | 00 | 05"
"男性","20至29歲","大學及以上","高屏區","本省客家人","00","00","05",1,1.141035867,1,0.000178571428571429,0.000204684818283259,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省客家人 | 00 | 00 | 05"
"男性","20至29歲","大學及以上","高屏區","本省客家人","04","05","06",1,1.098066201,1,0.000178571428571429,0.000196976701009061,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省客家人 | 04 | 05 | 06"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","00","00","00",1,1.77186314904868,1,0.000178571428571429,0.000317845825161807,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 00 | 00 | 00"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","00","00","02",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 00 | 00 | 02"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","00","00","07",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 00 | 00 | 07"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","00","06","00",1,1.77186314904868,1,0.000178571428571429,0.000317845825161807,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 00 | 06 | 00"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","00","06","06",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 00 | 06 | 06"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","00","08","02",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 00 | 08 | 02"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","00","09","01",1,1.141035867,1,0.000178571428571429,0.000204684818283259,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 00 | 09 | 01"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","01","07","07",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 01 | 07 | 07"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","02","00","09",1,1.141035867,1,0.000178571428571429,0.000204684818283259,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 02 | 00 | 09"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","02","05","05",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 02 | 05 | 05"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","03","04","04",1,1.77186314904868,1,0.000178571428571429,0.000317845825161807,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 03 | 04 | 04"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","03","04","07",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 03 | 04 | 07"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","03","06","03",1,1.098066201,1,0.000178571428571429,0.000196976701009061,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 03 | 06 | 03"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","03","07","01",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 03 | 07 | 01"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","03","07","06",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 03 | 07 | 06"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","03","08","05",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 03 | 08 | 05"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","04","02","08",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 04 | 02 | 08"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","04","05","06",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 04 | 05 | 06"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","04","06","06",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 04 | 06 | 06"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","04","07","08",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 04 | 07 | 08"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","05","00","09",1,1.18497953,1,0.000178571428571429,0.00021256765609405,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 05 | 00 | 09"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","05","04","05",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 05 | 04 | 05"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","06","02","05",1,1.77186314904868,1,0.000178571428571429,0.000317845825161807,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 06 | 02 | 05"
"男性","20至29歲","大學及以上","高屏區","本省閩南人","07","05","07",1,1.361381919,1,0.000178571428571429,0.000244211613993576,"男性 | 20至29歲 | 大學及以上 | 高屏區 | 本省閩南人 | 07 | 05 | 07"
"男性","20至29歲","專科","中彰投區","本省閩南人","04","05","03",1,1.55397756157125,1,0.000178571428571429,0.000278760400093956,"男性 | 20至29歲 | 專科 | 中彰投區 | 本省閩南人 | 04 | 05 | 03"
"男性","20至29歲","專科","中彰投區","本省閩南人","05","00","05",1,1.55397756157125,1,0.000178571428571429,0.000278760400093956,"男性 | 20至29歲 | 專科 | 中彰投區 | 本省閩南人 | 05 | 00 | 05"
"男性","20至29歲","專科","中彰投區","本省閩南人","06","00","07",1,1.55397756157125,1,0.000178571428571429,0.000278760400093956,"男性 | 20至29歲 | 專科 | 中彰投區 | 本省閩南人 | 06 | 00 | 07"
"男性","20至29歲","專科","北北基宜蘭區","本省閩南人","05","05","07",1,1.670415639,1,0.000178571428571429,0.000299647654744782,"男性 | 20至29歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 07"
"男性","20至29歲","專科","北北基宜蘭區","本省閩南人","06","02","05",1,1.296954068,1,0.000178571428571429,0.000232654218336078,"男性 | 20至29歲 | 專科 | 北北基宜蘭區 | 本省閩南人 | 06 | 02 | 05"
"男性","20至29歲","專科","桃竹苗區","本省閩南人","06","00","08",1,1.42877648891526,1,0.000178571428571429,0.000256301194781823,"男性 | 20至29歲 | 專科 | 桃竹苗區 | 本省閩南人 | 06 | 00 | 08"
"男性","20至29歲","專科","桃竹苗區","本省閩南人","06","02","07",1,1.291175212,1,0.000178571428571429,0.0002316175777497,"男性 | 20至29歲 | 專科 | 桃竹苗區 | 本省閩南人 | 06 | 02 | 07"
"男性","20至29歲","專科","雲嘉南區","本省閩南人","03","07","00",1,1.3389198354132,1,0.000178571428571429,0.000240182251174934,"男性 | 20至29歲 | 專科 | 雲嘉南區 | 本省閩南人 | 03 | 07 | 00"
"男性","20至29歲","專科","高屏區","本省閩南人","05","05","05",1,1.91768631193126,1,0.000178571428571429,0.000344004325923563,"男性 | 20至29歲 | 專科 | 高屏區 | 本省閩南人 | 05 | 05 | 05"
"男性","20至29歲","專科","高屏區","本省閩南人","05","08","05",1,1.18497953,1,0.000178571428571429,0.00021256765609405,"男性 | 20至29歲 | 專科 | 高屏區 | 本省閩南人 | 05 | 08 | 05"
"男性","20至29歲","高中、職","中彰投區","本省閩南人","00","10","09",1,1.310484067,1,0.000178571428571429,0.000235081298383937,"男性 | 20至29歲 | 高中、職 | 中彰投區 | 本省閩南人 | 00 | 10 | 09"
"男性","20至29歲","高中、職","中彰投區","本省閩南人","05","00","08",1,1.99852409396533,1,0.000178571428571429,0.000358505418487436,"男性 | 20至29歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 00 | 08"
"男性","20至29歲","高中、職","中彰投區","本省閩南人","05","02","10",1,1.310484067,1,0.000178571428571429,0.000235081298383937,"男性 | 20至29歲 | 高中、職 | 中彰投區 | 本省閩南人 | 05 | 02 | 10"
"男性","20至29歲","高中、職","中彰投區","本省閩南人","06","03","06",1,1.99852409396533,1,0.000178571428571429,0.000358505418487436,"男性 | 20至29歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 03 | 06"
"男性","20至29歲","高中、職","中彰投區","本省閩南人","06","07","07",1,1.99852409396533,1,0.000178571428571429,0.000358505418487436,"男性 | 20至29歲 | 高中、職 | 中彰投區 | 本省閩南人 | 06 | 07 | 07"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","00","07","04",1,1.607962995,1,0.000178571428571429,0.000288444581766841,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 00 | 07 | 04"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","02","04","10",1,1.607962995,1,0.000178571428571429,0.000288444581766841,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 02 | 04 | 10"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","03","04","06",1,1.607962995,1,0.000178571428571429,0.000288444581766841,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 04 | 06"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","03","06","09",1,1.95177678539978,1,0.000178571428571429,0.000350119648472924,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 09"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","04","03","05",1,2.271088429,1,0.000178571428571429,0.000407399395443437,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 04 | 03 | 05"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","04","08","07",1,2.271088429,1,0.000178571428571429,0.000407399395443437,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 04 | 08 | 07"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","05","00","08",1,1.607962995,1,0.000178571428571429,0.000288444581766841,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 05 | 00 | 08"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","07","07","07",1,1.607962995,1,0.000178571428571429,0.000288444581766841,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 07 | 07 | 07"
"男性","20至29歲","高中、職","北北基宜蘭區","本省閩南人","09","05","05",1,1.95177678539978,1,0.000178571428571429,0.000350119648472924,"男性 | 20至29歲 | 高中、職 | 北北基宜蘭區 | 本省閩南人 | 09 | 05 | 05"
"男性","20至29歲","高中、職","桃竹苗區","大陸各省市","06","03","09",1,1.17504258,1,0.000178571428571429,0.000210785115453686,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 大陸各省市 | 06 | 03 | 09"
"男性","20至29歲","高中、職","桃竹苗區","本省客家人","00","00","00",1,1.83750673664887,1,0.000178571428571429,0.000329621305835112,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 00 | 00 | 00"
"男性","20至29歲","高中、職","桃竹苗區","本省客家人","00","00","07",1,1.470041801,1,0.000178571428571429,0.000263703576380636,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 00 | 00 | 07"
"男性","20至29歲","高中、職","桃竹苗區","本省客家人","03","00","07",1,1.456817194,1,0.000178571428571429,0.000261331279103269,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 03 | 00 | 07"
"男性","20至29歲","高中、職","桃竹苗區","本省客家人","03","03","04",1,1.83750673664887,1,0.000178571428571429,0.000329621305835112,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省客家人 | 03 | 03 | 04"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","00","00","00",1,1.953274818,1,0.000178571428571429,0.000350388373181258,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 00 | 00 | 00"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","03","04","05",1,1.83750673664887,1,0.000178571428571429,0.000329621305835112,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 03 | 04 | 05"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","05","02","05",1,1.83750673664887,1,0.000178571428571429,0.000329621305835112,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 02 | 05"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","05","04","06",1,1.83750673664887,1,0.000178571428571429,0.000329621305835112,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 04 | 06"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","05","04","08",1,1.83750673664887,1,0.000178571428571429,0.000329621305835112,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 05 | 04 | 08"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","07","02","05",1,1.83750673664887,1,0.000178571428571429,0.000329621305835112,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 07 | 02 | 05"
"男性","20至29歲","高中、職","桃竹苗區","本省閩南人","10","05","05",1,1.83750673664887,1,0.000178571428571429,0.000329621305835112,"男性 | 20至29歲 | 高中、職 | 桃竹苗區 | 本省閩南人 | 10 | 05 | 05"
"男性","20至29歲","高中、職","花東區","原住民","02","01","03",1,1.54571945536119,1,0.000178571428571429,0.000277279018992927,"男性 | 20至29歲 | 高中、職 | 花東區 | 原住民 | 02 | 01 | 03"
"男性","20至29歲","高中、職","花東區","原住民","05","02","05",1,1.54571945536119,1,0.000178571428571429,0.000277279018992927,"男性 | 20至29歲 | 高中、職 | 花東區 | 原住民 | 05 | 02 | 05"
"男性","20至29歲","高中、職","雲嘉南區","大陸各省市","05","06","05",1,1.688864306,1,0.000178571428571429,0.000302957070479795,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 大陸各省市 | 05 | 06 | 05"
"男性","20至29歲","高中、職","雲嘉南區","本省客家人","05","05","05",1,1.302384343,1,0.000178571428571429,0.000233628328689441,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省客家人 | 05 | 05 | 05"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","02","07","05",1,1.688864306,1,0.000178571428571429,0.000302957070479795,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 02 | 07 | 05"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","03","05","10",1,1.72194478037107,1,0.000178571428571429,0.000308891214253179,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 03 | 05 | 10"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","05","03","06",1,1.72194478037107,1,0.000178571428571429,0.000308891214253179,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 05 | 03 | 06"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","06","04","07",1,1.688864306,1,0.000178571428571429,0.000302957070479795,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 04 | 07"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","06","05","07",1,1.72194478037107,1,0.000178571428571429,0.000308891214253179,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 06 | 05 | 07"
"男性","20至29歲","高中、職","雲嘉南區","本省閩南人","07","05","08",1,1.302384343,1,0.000178571428571429,0.000233628328689441,"男性 | 20至29歲 | 高中、職 | 雲嘉南區 | 本省閩南人 | 07 | 05 | 08"
"男性","20至29歲","高中、職","高屏區","本省閩南人","00","00","03",1,2.46627904664661,1,0.000178571428571429,0.000442413681373498,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 00 | 00 | 03"
"男性","20至29歲","高中、職","高屏區","本省閩南人","00","04","10",1,1.088187915,1,0.000178571428571429,0.000195204683815442,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 00 | 04 | 10"
"男性","20至29歲","高中、職","高屏區","本省閩南人","00","10","05",1,1.361381919,1,0.000178571428571429,0.000244211613993576,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 00 | 10 | 05"
"男性","20至29歲","高中、職","高屏區","本省閩南人","01","02","03",1,1.891246502,1,0.000178571428571429,0.000339261418318518,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 01 | 02 | 03"
"男性","20至29歲","高中、職","高屏區","本省閩南人","03","00","07",1,1.891246502,1,0.000178571428571429,0.000339261418318518,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 03 | 00 | 07"
"男性","20至29歲","高中、職","高屏區","本省閩南人","03","08","05",1,1.349134824,1,0.000178571428571429,0.000242014667791382,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 03 | 08 | 05"
"男性","20至29歲","高中、職","高屏區","本省閩南人","05","05","04",1,2.46627904664661,1,0.000178571428571429,0.000442413681373498,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 05 | 05 | 04"
"男性","20至29歲","高中、職","高屏區","本省閩南人","06","01","10",1,2.46627904664661,1,0.000178571428571429,0.000442413681373498,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 06 | 01 | 10"
"男性","20至29歲","高中、職","高屏區","本省閩南人","06","03","05",1,1.891246502,1,0.000178571428571429,0.000339261418318518,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 06 | 03 | 05"
"男性","20至29歲","高中、職","高屏區","本省閩南人","06","04","05",1,2.46627904664661,1,0.000178571428571429,0.000442413681373498,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 06 | 04 | 05"
"男性","20至29歲","高中、職","高屏區","本省閩南人","06","04","06",1,2.46627904664661,1,0.000178571428571429,0.000442413681373498,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 06 | 04 | 06"
"男性","20至29歲","高中、職","高屏區","本省閩南人","06","08","07",1,1.349134824,1,0.000178571428571429,0.000242014667791382,"男性 | 20至29歲 | 高中、職 | 高屏區 | 本省閩南人 | 06 | 08 | 07"
"男性","30至39歲","國、初中","中彰投區","本省閩南人","00","00","00",1,1.92384200267842,1,0.000178571428571429,0.000345108565043849,"男性 | 30至39歲 | 國、初中 | 中彰投區 | 本省閩南人 | 00 | 00 | 00"
"男性","30至39歲","國、初中","桃竹苗區","本省閩南人","00","00","00",1,1.76884164211181,1,0.000178571428571429,0.000317303811877035,"男性 | 30至39歲 | 國、初中 | 桃竹苗區 | 本省閩南人 | 00 | 00 | 00"
"男性","30至39歲","國、初中","高屏區","本省閩南人","00","00","00",1,1.484717401,1,0.000178571428571429,0.00026633616016356,"男性 | 30至39歲 | 國、初中 | 高屏區 | 本省閩南人 | 00 | 00 | 00"
"男性","30至39歲","國、初中","高屏區","本省閩南人","00","10","05",1,1.349134824,1,0.000178571428571429,0.000242014667791382,"男性 | 30至39歲 | 國、初中 | 高屏區 | 本省閩南人 | 00 | 10 | 05"
"男性","30至39歲","大學及以上","中彰投區","台灣人","05","02","04",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 台灣人 | 05 | 02 | 04"
"男性","30至39歲","大學及以上","中彰投區","大陸各省市","04","04","04",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 大陸各省市 | 04 | 04 | 04"
"男性","30至39歲","大學及以上","中彰投區","本省客家人","01","01","02",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省客家人 | 01 | 01 | 02"
"男性","30至39歲","大學及以上","中彰投區","本省客家人","02","00","05",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省客家人 | 02 | 00 | 05"
"男性","30至39歲","大學及以上","中彰投區","本省客家人","04","07","06",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省客家人 | 04 | 07 | 06"
"男性","30至39歲","大學及以上","中彰投區","本省客家人","04","07","07",1,0.927650901,1,0.000178571428571429,0.000166406737590736,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省客家人 | 04 | 07 | 07"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","00","00","06",1,0.900700034,1,0.000178571428571429,0.000161572153968947,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 00 | 06"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","00","00","10",1,0.927650901,1,0.000178571428571429,0.000166406737590736,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 00 | 10"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","00","04","00",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 04 | 00"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","00","05","02",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 05 | 02"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","00","08","00",1,0.900700034,1,0.000178571428571429,0.000161572153968947,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 08 | 00"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","00","08","01",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 00 | 08 | 01"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","01","01","05",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 01 | 01 | 05"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","01","05","01",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 01 | 05 | 01"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","01","05","07",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 01 | 05 | 07"
"男性","30至39歲","大學及以上","中彰投區","本省閩南人","02","02","02",1,1.17393037639444,1,0.000178571428571429,0.00021058560271313,"男性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 02 | 02 | 02"
